"X","rent","avail","type","loc","sqm","rooms","street","description"
"1343",3206,"Indefinite","Room (youth housing)","Silkeborg",37,2,"Skarbakvej","Varelse, Skarbakvej, 8600 Silkeborg.                          Antal varelser: 2  Antal m2: 37  Husleje. 3.206 kr.  Indskud: 8.259 kr.  Post nummer: 8600  By: Silkeborg  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1344",3206,"Indefinite","Room (youth housing)","Silkeborg",37,2,"Skarbakvej","Varelse, Skarbakvej, 8600 Silkeborg.                          Antal varelser: 2  Antal m2: 37  Husleje. 3.206 kr.  Indskud: 8.259 kr.  Post nummer: 8600  By: Silkeborg  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1345",2748,"Indefinite","Room","Silkeborg",25,2,"Nylandsvej","Varelse, Nylandsvej, 8600 Silkeborg.                          Antal varelser: 2  Antal m2: 25  Husleje. 2.748 kr.  Indskud: 8.244 kr.  Post nummer: 8600  By: Silkeborg  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1346",2748,"Indefinite","Room","Silkeborg",25,2,"Nylandsvej","Varelse, Nylandsvej, 8600 Silkeborg.                          Antal varelser: 2  Antal m2: 25  Husleje. 2.748 kr.  Indskud: 8.244 kr.  Post nummer: 8600  By: Silkeborg  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1347",5904,"Indefinite","Apartment","Silkeborg",92,4,"Lupinvej","Lejlighed, Lupinvej, 8600 Silkeborg.                          Antal varelser: 4  Antal m2: 92  Husleje. 5.904 kr.  Indskud: 23.616 kr.  Post nummer: 8600  By: Silkeborg  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1348",5904,"Indefinite","Apartment","Silkeborg",92,4,"Lupinvej","Lejlighed, Lupinvej, 8600 Silkeborg.                          Antal varelser: 4  Antal m2: 92  Husleje. 5.904 kr.  Indskud: 23.616 kr.  Post nummer: 8600  By: Silkeborg  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1349",4338,"Indefinite","Room (youth housing)","Silkeborg",47,2,"Drewsensvej","Varelse, Drewsensvej, 8600 Silkeborg.                          Antal varelser: 2  Antal m2: 47  Husleje. 4.338 kr.  Indskud: 17.352 kr.  Post nummer: 8600  By: Silkeborg  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1350",4338,"Indefinite","Room (youth housing)","Silkeborg",47,2,"Drewsensvej","Varelse, Drewsensvej, 8600 Silkeborg.                          Antal varelser: 2  Antal m2: 47  Husleje. 4.338 kr.  Indskud: 17.352 kr.  Post nummer: 8600  By: Silkeborg  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1351",5049,"Indefinite","Apartment","Them",65,2,"Silkeborgvej","Lejlighed, Silkeborgvej, 8653 Them.                          Antal varelser: 2  Antal m2: 65  Husleje. 5.049 kr.  Indskud: 16.500 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1352",5049,"Indefinite","Apartment","Them",65,2,"Silkeborgvej","Lejlighed, Silkeborgvej, 8653 Them.                          Antal varelser: 2  Antal m2: 65  Husleje. 5.049 kr.  Indskud: 16.500 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1353",4994,"Indefinite","Apartment","Them",64,2,"Silkeborgvej","Lejlighed, Silkeborgvej, 8653 Them.                          Antal varelser: 2  Antal m2: 64  Husleje. 4.994 kr.  Indskud: 16.300 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1354",4994,"Indefinite","Apartment","Them",64,2,"Silkeborgvej","Lejlighed, Silkeborgvej, 8653 Them.                          Antal varelser: 2  Antal m2: 64  Husleje. 4.994 kr.  Indskud: 16.300 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1355",4886,"Indefinite","Apartment","Them",62,2,"Silkeborgvej","Lejlighed, Silkeborgvej, 8653 Them.                          Antal varelser: 2  Antal m2: 62  Husleje. 4.886 kr.  Indskud: 16.000 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1356",4886,"Indefinite","Apartment","Them",62,2,"Silkeborgvej","Lejlighed, Silkeborgvej, 8653 Them.                          Antal varelser: 2  Antal m2: 62  Husleje. 4.886 kr.  Indskud: 16.000 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, var derfor opmarksom pa reglerne omkring dette.  Der kan forekomme ventetid pa 0-6 maneder.  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1357",11550,"Indefinite","Apartment","Risskov",94,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4. sal, 2.                          Flot og velindrettet 4 varelses lejlighed, som bl.a. indeholder entr<e9>, flot kokken i aben forbindelse med stue, lakkert badevarelse, depotrum samt 3 rummelige og gode varelser.  Fra stue er der udgang til et flot altan og fra to af varelserne, er der udgang til tagterrasse. Skon udsigt.  Lejlighed i hoj klasse, som passer perfekt til par, familie og/eller dele lejlighed.  Alt i hvidevarer. Lyse tragulve. Ventilation. Elevator. Gratis p-pladser. Alt er nyt!  Lejligheden er beliggende i et nyt boligomrade i Risskov, med letbane til doren (400 meter), 50 meter til dagligvareindkob og 2 km. til stranden. Hop pa cyklen og smut til Uni pa 15 min.  Lejlighed i hoj kvalitet og med gedigne materialer. Kokken og badevarelses elementer fra Invita.  Interesseret i en fremvisning? Forhor narmere."
"1358",11550,"Indefinite","Apartment","Risskov",94,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4. sal, 2.                          Flot og velindrettet 4 varelses lejlighed, som bl.a. indeholder entr<e9>, flot kokken i aben forbindelse med stue, lakkert badevarelse, depotrum samt 3 rummelige og gode varelser.  Fra stue er der udgang til et flot altan og fra to af varelserne, er der udgang til tagterrasse. Skon udsigt.  Lejlighed i hoj klasse, som passer perfekt til par, familie og/eller dele lejlighed.  Alt i hvidevarer. Lyse tragulve. Ventilation. Elevator. Gratis p-pladser. Alt er nyt!  Lejligheden er beliggende i et nyt boligomrade i Risskov, med letbane til doren (400 meter), 50 meter til dagligvareindkob og 2 km. til stranden. Hop pa cyklen og smut til Uni pa 15 min.  Lejlighed i hoj kvalitet og med gedigne materialer. Kokken og badevarelses elementer fra Invita.  Interesseret i en fremvisning? Forhor narmere."
"1359",8800,"Under 1 year","Apartment","Abyhoj",105,2,"Soren Frichs Vej","Lejlighed, Soren Frichs Vej, 8230 Abyhoj.                          Antal varelser: 2  Antal m2: 105  Husleje. 8.800 kr.  Post nummer: 8230  By: Abyhoj"
"1360",8800,"Under 1 year","Apartment","Abyhoj",105,2,"Soren Frichs Vej","Lejlighed, Soren Frichs Vej, 8230 Abyhoj.                          Antal varelser: 2  Antal m2: 105  Husleje. 8.800 kr.  Post nummer: 8230  By: Abyhoj"
"1361",4000,"Under 1 year","Room","Aarhus C",25,1,"Jyllands All<e9>","Varelse, Jyllands All<e9>, 8000 Aarhus C, etage: 4. th.                            Hyggeligt 25 m2 varelse, som en del af en 72 m2 2-varelses lejlighed, udlejes i 2 maneder (med mulighed for fleksibilitet inden for perioden).   Hvis du star og mangler et sted at bo fra 30.juni eller for-31. august, lejer jeg mit varelse ud, da jeg selv er udenbys!   Varelset er fuldt mobleret med seng (160 meter), spisebord og et lille sofahjorne (billedet er lidt gammelt, sa den ene seng er erstattet af en sofa). Derudover er der kommode og tojstativ som vil sta til fri afbenyttelse.   Huslejen er pa 4350 kr/maned alt inklusivt. (forbrug: 200 kr, internet: 150 kr)  Du kommer til at bo alene i lejligheden det meste af tiden, men ellers vil du have selvskab af min sode roomie Benedicte, som vil vare i det andet varelse.   Lejligheden ligger pa Jyllands all<e9> i Aarhus C pa 4. sal, har en hyggelig lille altan, et dejligt badevarelse og et kokken med alt du skulle fa brug for fra diverse kaffedevices til en dejlig toaster. Sa er der en lille tur ned til vaskerummet i kalderen, som du frit kan bruge.   Jeg ser frem til at hore fra dig!   God dag :)   - Diana"
"1362",4000,"Under 1 year","Room","Aarhus C",25,1,"Jyllands All<e9>","Varelse, Jyllands All<e9>, 8000 Aarhus C, etage: 4. th.                            Hyggeligt 25 m2 varelse, som en del af en 72 m2 2-varelses lejlighed, udlejes i 2 maneder (med mulighed for fleksibilitet inden for perioden).   Hvis du star og mangler et sted at bo fra 30.juni eller for-31. august, lejer jeg mit varelse ud, da jeg selv er udenbys!   Varelset er fuldt mobleret med seng (160 meter), spisebord og et lille sofahjorne (billedet er lidt gammelt, sa den ene seng er erstattet af en sofa). Derudover er der kommode og tojstativ som vil sta til fri afbenyttelse.   Huslejen er pa 4350 kr/maned alt inklusivt. (forbrug: 200 kr, internet: 150 kr)  Du kommer til at bo alene i lejligheden det meste af tiden, men ellers vil du have selvskab af min sode roomie Benedicte, som vil vare i det andet varelse.   Lejligheden ligger pa Jyllands all<e9> i Aarhus C pa 4. sal, har en hyggelig lille altan, et dejligt badevarelse og et kokken med alt du skulle fa brug for fra diverse kaffedevices til en dejlig toaster. Sa er der en lille tur ned til vaskerummet i kalderen, som du frit kan bruge.   Jeg ser frem til at hore fra dig!   God dag :)   - Diana"
"1363",12000,"Over 1 year","Apartment","Aarhus C",125,5,"Marselis Boulevard","Lejlighed, Marselis Boulevard, 8000 Aarhus C, etage: 5. sal.                          Lejlighed 125 m2, tagterrasse 50 m2, ikke istandsat, 5 varelser, velegnet til 3 studerende, tidsbegranset 2 ar."
"1364",12000,"Over 1 year","Apartment","Aarhus C",125,5,"Marselis Boulevard","Lejlighed, Marselis Boulevard, 8000 Aarhus C, etage: 5. sal.                          Lejlighed 125 m2, tagterrasse 50 m2, ikke istandsat, 5 varelser, velegnet til 3 studerende, tidsbegranset 2 ar."
"1365",4234,"Indefinite","Room","Hornslet",48,2,"Rodskovvej","Varelse, Rodskovvej, 8543 Hornslet.                          Antal varelser: 2  Antal m2: 48  Husleje. 4.234 kr.  Indskud: 9.600 kr.  Post nummer: 8543  By: Hornslet  Denne bolig er almennyttig, og boligselskabet kan krave opskrivning for at kunne soge den."
"1366",4234,"Indefinite","Room","Hornslet",48,2,"Rodskovvej","Varelse, Rodskovvej, 8543 Hornslet.                          Antal varelser: 2  Antal m2: 48  Husleje. 4.234 kr.  Indskud: 9.600 kr.  Post nummer: 8543  By: Hornslet  Denne bolig er almennyttig, og boligselskabet kan krave opskrivning for at kunne soge den."
"1367",6748,"Indefinite","Apartment (senior housing)","Skanderborg",75,2,"Sygehusvej","Lejlighed, Sygehusvej, 8660 Skanderborg.                          Antal varelser: 2  Antal m2: 75  Husleje. 6.748 kr.  Post nummer: 8660  By: Skanderborg  Dette er en almen bolig <U+0096> bemark at der kan galde sarlige regler, herunder at der kan kraves opskrivning pa venteliste"
"1368",6748,"Indefinite","Apartment (senior housing)","Skanderborg",75,2,"Sygehusvej","Lejlighed, Sygehusvej, 8660 Skanderborg.                          Antal varelser: 2  Antal m2: 75  Husleje. 6.748 kr.  Post nummer: 8660  By: Skanderborg  Dette er en almen bolig <U+0096> bemark at der kan galde sarlige regler, herunder at der kan kraves opskrivning pa venteliste"
"1369",10300,"Indefinite","Apartment","Abyhoj",77,3,"Soren Frichs Vej","Lejlighed, Soren Frichs Vej, 8230 Abyhoj, etage: 1 5.                          Lejlighederne er alle indrettet med store vinduespartier, der sikrer et godt lysindfald og indeholde kokken- og badeelementer i et stilrent design fra Invita samt harde hvidevare fra Siemens. <U+00A0> Erdahus dakker ethvert behov, da der bade findes lejligheder med 2-, 3- og 4-varelser. <U+00A0> Til lejlighederne horer enten egen altan eller privat terrasse, hvor der taget hensyn til mest muligt lys og udsyn mod det gronne omrade i midten samt Brabrandstien mod syd. <U+00A0> Med en lejlighed i Abyen vil du blive en del af et nyt boligomrade tat pa Aarhus C, dagligvarebutikker og institutioner."
"1370",10300,"Indefinite","Apartment","Abyhoj",77,3,"Soren Frichs Vej","Lejlighed, Soren Frichs Vej, 8230 Abyhoj, etage: 1 5.                          Lejlighederne er alle indrettet med store vinduespartier, der sikrer et godt lysindfald og indeholde kokken- og badeelementer i et stilrent design fra Invita samt harde hvidevare fra Siemens. <U+00A0> Erdahus dakker ethvert behov, da der bade findes lejligheder med 2-, 3- og 4-varelser. <U+00A0> Til lejlighederne horer enten egen altan eller privat terrasse, hvor der taget hensyn til mest muligt lys og udsyn mod det gronne omrade i midten samt Brabrandstien mod syd. <U+00A0> Med en lejlighed i Abyen vil du blive en del af et nyt boligomrade tat pa Aarhus C, dagligvarebutikker og institutioner."
"1371",12500,"Indefinite","Apartment","Aarhus C",96,3,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 1. tv.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1372",12500,"Indefinite","Apartment","Aarhus C",96,3,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 1. tv.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1373",2666,"Indefinite","House (youth housing)","Mariager",42,2,"Blamejsevej","Hus/villa, Blamejsevej, 9550 Mariager.                          Afdelingen bestar af rakkehuse med have, udhus og mulighed for at leje en garage. Nogle af dem har nyt kokken. Der er fjernvarme. Husene i nummer 10A-E er ungdomsboliger. Assens har en skole, aldrecenter, Brugs, bager, kiosk og en sparekasse, og byen ligger tat pa Mariager Fjord. )  BEMARK! det er ikke tilladt at holde husdyr i ungdomsboligerne  Denne bolig er en del af et almennyttigt boligselskab, som kraver medlemskab.  Abningstider:  Mandag - Onsdag kl. 10.00 - 16.00  Torsdag kl. 12.00 - 17.00  Fredag kl. 10.00 - 13.00"
"1374",2666,"Indefinite","House (youth housing)","Mariager",42,2,"Blamejsevej","Hus/villa, Blamejsevej, 9550 Mariager.                          Afdelingen bestar af rakkehuse med have, udhus og mulighed for at leje en garage. Nogle af dem har nyt kokken. Der er fjernvarme. Husene i nummer 10A-E er ungdomsboliger. Assens har en skole, aldrecenter, Brugs, bager, kiosk og en sparekasse, og byen ligger tat pa Mariager Fjord. )  BEMARK! det er ikke tilladt at holde husdyr i ungdomsboligerne  Denne bolig er en del af et almennyttigt boligselskab, som kraver medlemskab.  Abningstider:  Mandag - Onsdag kl. 10.00 - 16.00  Torsdag kl. 12.00 - 17.00  Fredag kl. 10.00 - 13.00"
"1375",3800,"Under 1 year","Room","Hojbjerg",10,1,"Provsteparkvej","Varelse, Provsteparkvej, 8270 Hojbjerg.                          Antal varelser: 1  Antal m2: 10  Husleje. 3.800 kr.  Post nummer: 8270  By: Hojbjerg"
"1376",3800,"Under 1 year","Room","Hojbjerg",10,1,"Provsteparkvej","Varelse, Provsteparkvej, 8270 Hojbjerg.                          Antal varelser: 1  Antal m2: 10  Husleje. 3.800 kr.  Post nummer: 8270  By: Hojbjerg"
"1377",7463,"Indefinite","Apartment","Kolind",108,4,"Drasbeksgade","Lejlighed, Drasbeksgade, 8560 Kolind.                          Antal varelser: 4  Antal m2: 108  Husleje. 7.463 kr.  Indskud: 26.200 kr.  Post nummer: 8560  By: Kolind  Denne bolig er almennyttig, og boligselskabet kan krave opskrivning for at kunne soge den."
"1378",7463,"Indefinite","Apartment","Kolind",108,4,"Drasbeksgade","Lejlighed, Drasbeksgade, 8560 Kolind.                          Antal varelser: 4  Antal m2: 108  Husleje. 7.463 kr.  Indskud: 26.200 kr.  Post nummer: 8560  By: Kolind  Denne bolig er almennyttig, og boligselskabet kan krave opskrivning for at kunne soge den."
"1379",7099,"Indefinite","Apartment","Randers C",91,4,"Slyngborggade","Lejlighed, Slyngborggade, 8900 Randers C, etage: 3.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret hjorneejendom, tat pa banegarden, offentligt parkanlag og med byens centrum i gaafstand med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen. Borneinstitutioner og skoler i gaafstand.  Vaskerifaciliteter findes Slygborggade 16.  Afhovlede massive tragulve og stuklofter."
"1380",7099,"Indefinite","Apartment","Randers C",91,4,"Slyngborggade","Lejlighed, Slyngborggade, 8900 Randers C, etage: 3.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret hjorneejendom, tat pa banegarden, offentligt parkanlag og med byens centrum i gaafstand med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen. Borneinstitutioner og skoler i gaafstand.  Vaskerifaciliteter findes Slygborggade 16.  Afhovlede massive tragulve og stuklofter."
"1381",6200,"Over 1 year","Apartment","Risskov",85,3,"Kantorparken","Lejlighed, Kantorparken, 8240 Risskov, etage: st tv.                          3-varelses lejlighed i Risskov blot 6 km fra domkirken udlejes pr. 1. juli - forelobig indtil sommeren 2019. Evt. med mulighed for forlangelse.  Lejligheden er pa 85 kvm., fordelt pa stor og lys sydvendt stue, to store varelser, spisekokken med opvaskemaskine, badevarelse med vaskemaskine. Udgang til egen stor sydvendt terrasse/lille have, der vender ud mod et have-/parkomrade og er helt ugenert. Fra kokken og det ene varelse vid udsigt over landskabet (Egadalen til Lystrup) - og glimt af Arhusbugten. Ejendommen ligger i umiddelbar narhed af Mollerup Skov og nar indkobsmuligheder og kollektiv transport.  Husleje: 6.200 kr. plus a conto forbrug 1.500 kr., i alt 7.700 kr. Depositum: 3 maneders husleje.  Rolige/modne lejere - og ikkerygere - foretrakkes. Ingen husdyr."
"1382",6200,"Over 1 year","Apartment","Risskov",85,3,"Kantorparken","Lejlighed, Kantorparken, 8240 Risskov, etage: st tv.                          3-varelses lejlighed i Risskov blot 6 km fra domkirken udlejes pr. 1. juli - forelobig indtil sommeren 2019. Evt. med mulighed for forlangelse.  Lejligheden er pa 85 kvm., fordelt pa stor og lys sydvendt stue, to store varelser, spisekokken med opvaskemaskine, badevarelse med vaskemaskine. Udgang til egen stor sydvendt terrasse/lille have, der vender ud mod et have-/parkomrade og er helt ugenert. Fra kokken og det ene varelse vid udsigt over landskabet (Egadalen til Lystrup) - og glimt af Arhusbugten. Ejendommen ligger i umiddelbar narhed af Mollerup Skov og nar indkobsmuligheder og kollektiv transport.  Husleje: 6.200 kr. plus a conto forbrug 1.500 kr., i alt 7.700 kr. Depositum: 3 maneders husleje.  Rolige/modne lejere - og ikkerygere - foretrakkes. Ingen husdyr."
"1383",17500,"Indefinite","House","Silkeborg",292,4,"Himmelbjergvej","Hus/villa, Himmelbjergvej, 8600 Silkeborg.                          Ialt 292 m2 stor villa i 2 plan med fabelagtig 180-graders udsigt over Julso og til Himmelbjerget i naturskont og roligt omrade  1. sal:  Lyse rum og hojt til loftet  Sovevarelse og 2 store bornevarelser, alle med masser af skabsplads  Stort badevarelse med karbad og brus   Gaste-/bornebadevarelse med brus  Stor stue med panoramavinduer mod soen  Stort alrum ogsa med udsigt via panoramavinduer  Veludstyret og flot kvalitetskokken  Udgang til ugeneret altan og overdakket terrasse - begge med skon soudsigt - samt til have bag huset  Smukke egetrasplankegulve og akkustiklofter  Stueplan:  Entre  Stort bryggers med masser af skabsplads samt 2 vaskemaskiner, torretumbler og skabsfryser  Teknik-/torrerum  Stort multirum/varelse  Stort opbevaringsrum med skabe  Desuden<U+0085>  Genvex ventilation, jordvarme, gulvvarme, centralstovsuger, IHC programmerbar el  Mulighed for TV, internet og telefoni gennem WAOO fiber og/eller YouSee bredband  Alarm installeret, mulighed for aftale med alarmcentral  Stor integreret dobbelt carport, cykelskur, redskabsskur  Stedsegron have, som kraver minimal vedligeholdelse  Afstande:  35 min til Arhus med bil eller tog  15 min til Silkeborg med bil eller tog  6 min til Ry med bil eller tog  8 min til Sejs-Svejbak med bil eller tog  Ingen husdyr eller rygning indendors  Som udgangspunkt umobleret, men andet kan aftales."
"1384",17500,"Indefinite","House","Silkeborg",292,4,"Himmelbjergvej","Hus/villa, Himmelbjergvej, 8600 Silkeborg.                          Ialt 292 m2 stor villa i 2 plan med fabelagtig 180-graders udsigt over Julso og til Himmelbjerget i naturskont og roligt omrade  1. sal:  Lyse rum og hojt til loftet  Sovevarelse og 2 store bornevarelser, alle med masser af skabsplads  Stort badevarelse med karbad og brus   Gaste-/bornebadevarelse med brus  Stor stue med panoramavinduer mod soen  Stort alrum ogsa med udsigt via panoramavinduer  Veludstyret og flot kvalitetskokken  Udgang til ugeneret altan og overdakket terrasse - begge med skon soudsigt - samt til have bag huset  Smukke egetrasplankegulve og akkustiklofter  Stueplan:  Entre  Stort bryggers med masser af skabsplads samt 2 vaskemaskiner, torretumbler og skabsfryser  Teknik-/torrerum  Stort multirum/varelse  Stort opbevaringsrum med skabe  Desuden<U+0085>  Genvex ventilation, jordvarme, gulvvarme, centralstovsuger, IHC programmerbar el  Mulighed for TV, internet og telefoni gennem WAOO fiber og/eller YouSee bredband  Alarm installeret, mulighed for aftale med alarmcentral  Stor integreret dobbelt carport, cykelskur, redskabsskur  Stedsegron have, som kraver minimal vedligeholdelse  Afstande:  35 min til Arhus med bil eller tog  15 min til Silkeborg med bil eller tog  6 min til Ry med bil eller tog  8 min til Sejs-Svejbak med bil eller tog  Ingen husdyr eller rygning indendors  Som udgangspunkt umobleret, men andet kan aftales."
"1385",3000,"Indefinite","Room","Viby J",15,1,"Skanderborgvej","Varelse, Skanderborgvej, 8260 Viby J, etage: st th.                          Jeg udlejer et varelse pa 14.7 m2 med falles kokken og toilet samt et kalderrum medfolger til lejer. Prisen er 3300 kr inkl forbrug samt internet 50/50 mb. Gratis benyttelse af vaskerum og cykel kalder."
"1386",3000,"Indefinite","Room","Viby J",15,1,"Skanderborgvej","Varelse, Skanderborgvej, 8260 Viby J, etage: st th.                          Jeg udlejer et varelse pa 14.7 m2 med falles kokken og toilet samt et kalderrum medfolger til lejer. Prisen er 3300 kr inkl forbrug samt internet 50/50 mb. Gratis benyttelse af vaskerum og cykel kalder."
"1387",15950,"Indefinite","Apartment","Aarhus C",114,4,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: st. tv.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1388",15950,"Indefinite","Apartment","Aarhus C",114,4,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: st. tv.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1389",13900,"Indefinite","Apartment","Aarhus C",109,4,"Borggade","Lejlighed, Borggade, 8000 Aarhus C, etage: 2. th.                          Antal varelser: 4  Antal m2: 109  Husleje. 13.900 kr.  Indskud: 41.700 kr.  Post nummer: 8000  By: Aarhus C"
"1390",13900,"Indefinite","Apartment","Aarhus C",109,4,"Borggade","Lejlighed, Borggade, 8000 Aarhus C, etage: 2. th.                          Antal varelser: 4  Antal m2: 109  Husleje. 13.900 kr.  Indskud: 41.700 kr.  Post nummer: 8000  By: Aarhus C"
"1391",8500,"Indefinite","Apartment","Aarhus C",90,4,"Jyllands Alle","Lejlighed, Jyllands Alle, 8000 Aarhus C, etage: 1. sal.                          1. sal i villa med 4/5 varelser og eget kokken og bad.   Udlejes til en, eller maksimum to personer.   IKKE som delebolig/bofallesskab.   Ikke-ryger foretrakkes.   Husleje er incl. varme   El betales efter egen maler."
"1392",8500,"Indefinite","Apartment","Aarhus C",90,4,"Jyllands Alle","Lejlighed, Jyllands Alle, 8000 Aarhus C, etage: 1. sal.                          1. sal i villa med 4/5 varelser og eget kokken og bad.   Udlejes til en, eller maksimum to personer.   IKKE som delebolig/bofallesskab.   Ikke-ryger foretrakkes.   Husleje er incl. varme   El betales efter egen maler."
"1393",15995,"Indefinite","Apartment","Aarhus C",115,4,"Borggade","Lejlighed, Borggade, 8000 Aarhus C, etage: 5. th.                          Antal varelser: 4  Antal m2: 115  Husleje. 15.995 kr.  Indskud: 47.985 kr.  Post nummer: 8000  By: Aarhus C"
"1394",15995,"Indefinite","Apartment","Aarhus C",115,4,"Borggade","Lejlighed, Borggade, 8000 Aarhus C, etage: 5. th.                          Antal varelser: 4  Antal m2: 115  Husleje. 15.995 kr.  Indskud: 47.985 kr.  Post nummer: 8000  By: Aarhus C"
